TestName,ParameterName,ResultTypeName
RA Factor ( Semi-quantitative ),RA Factor ( Semi-quantitative ),SubHeading
Rabies Antibody,A:G Ratio,Numeric
Rapid Plasma Reagin (RPR) Card Test,Rapid Plasma Reagin (RPR) Card Test,SubHeading
Rapid Plasma Reagin (RPR) Card Test,RPR,List Of Choices
Rapid Plasma Reagin (RPR) Card Test,Titre,List Of Choices
RBC Folate,A:G Ratio,Numeric
Renin Activity Plasma,A:G Ratio,Numeric
Report Second  Opinion,Impression,TextEditor
Respiratory Infection-Bacterial (Bordetella spp) by RT PCR,Result,List Of Choices
Respiratory Infections-Flu by RT PCR,Result,List Of Choices
Respiratory panel,Result,List Of Choices
Reticulocyte Count,Reticulocyte Count,Numeric
RF IgA,A:G Ratio,Numeric
RF IgG,A:G Ratio,Numeric
RF IgM,A:G Ratio,Numeric
RF Nephalometry (Outsource),Result,List Of Choices
RFT,Creatinine,Numeric
RFT,Renal Function Test,SubHeading
RFT,Urea,Numeric
Rheumatoid Factor (RA) (Qualitative/Semi-quantitative),RA Factor,Numeric
Rheumatoid Factor (RA) (Qualitative/Semi-quantitative),RHeumatoid Factor (RA) (Qualitative/Semi-quantitative),SubHeading
RNP - Sm Antibody,Result,Numeric
RNS,Impression,TextEditor
Rota virus - Antigen detection,Result,List Of Choices
Rubella IgG,A:G Ratio,Numeric
Rubella IgM,A:G Ratio,Numeric
Rubella(German Measles) Virus IgG & IgM Serum,Result,Numeric
S. Folate,S. Folate,Numeric
SAAG,Ascitic Fluid Albumin,Numeric
SAAG,SAAG,Numeric
SAAG,Serum Albumin,Numeric
Saline/Wet Mount (For Microscopic Examination),Observation,SingleLine Text
Saline/Wet Mount (For Microscopic Examination),Saline/Wet Mount (For Microscopic Examination),SubHeading
Saline/Wet Mount (For Microscopic Examination),Site/Sample type,SingleLine Text
Scl - 70 Antibody,Result,Numeric
Sclerotherapy USG-Guided,Impression,TextEditor
Scrub typhus IgM,Result,List Of Choices
selenium Serum,A:G Ratio,Numeric
Semen Analysis Detailed,Abnormal Mid-Piece/Tail,Numeric
Semen Analysis Detailed,Actively Motile (A),Numeric
Semen Analysis Detailed,Colour,List Of Choices
Semen Analysis Detailed,Double Head,Numeric
Semen Analysis Detailed,Gaint Head,Numeric
Semen Analysis Detailed,Liquefaction Time,SingleLine Text
Semen Analysis Detailed,Microscopic Examination,SubHeading
Semen Analysis Detailed,Morphology,SubHeading
Semen Analysis Detailed,Motility,SubHeading
Semen Analysis Detailed,Non Motile (C),Numeric
Semen Analysis Detailed,Normal Morphology,Numeric
Semen Analysis Detailed,Note:,Template
Semen Analysis Detailed,Others,MultiLine Text
Semen Analysis Detailed,pH,SingleLine Text
Semen Analysis Detailed,Physical Examination,SubHeading
Semen Analysis Detailed,Pin Head,Numeric
Semen Analysis Detailed,Puscells,SingleLine Text
Semen Analysis Detailed,Sluggish Motile (B),Numeric
Semen Analysis Detailed,Sperm Total Count,Numeric
Semen Analysis Detailed,Stunted Head,Numeric
Semen Analysis Detailed,Viscosity,List Of Choices
Semen Analysis Detailed,Volume,Numeric
Semen Fructose,A:G Ratio,Numeric
Serotonin,A:G Ratio,Numeric
Serum Alcohol,A:G Ratio,Numeric
SES Acute Encephalitic Syndrome (AES),Result,List Of Choices
SES Antibiotic resistance panel (xcyton),Result,List Of Choices
SES Community Acquired Pneumonia,Result,List Of Choices
SES Infectious endophathalmitis,Result,SingleLine Text
SES MDR TB,Result,List Of Choices
SES Meningitis,Result,List Of Choices
SES Meningitis + SES Antibiotic Resistance Markers,Result,List Of Choices
SES Meningo Encephalitis + Parechovirus,Result,List Of Choices
SES Meningoencephalitis PCR,Result,SingleLine Text
SES Mycobacteria,Result,List Of Choices
SES Pan CNS,Result,List Of Choices
SES Pan CNS + SES Antibiotic Resistance Markers,Result,List Of Choices
SES Post Transplant/Febrile Neutropenia/Pneumonia,Result,List Of Choices
SES Post Transplant/Febrile Neutropenia/Pneumonia+ SES Antibiotic Resistance Markers,Result,List Of Choices
SES Respiratory Viral Panel,Result,List Of Choices
SES RNA Virus,Result,List Of Choices
SES Sepsis,Result,List Of Choices
SES Sepsis + SES Antibiotic Resistance Markers,Result,List Of Choices
SES Transplant Viral Panel,Result,List Of Choices
SGOT/ AST,SGOT,Numeric
SGOT/ AST,SGOT/ AST (Serum),SubHeading
SGPT/ ALT,SGPT,Numeric
SGPT/ ALT,SGPT/ ALT (Serum),SubHeading
SHBG (Sex hormone binding globulin),Result,SingleLine Text
Sialography,Impression,TextEditor
Sickiling Test,Sickiling Test,List Of Choices
Sickling Test,Sickiling Test,List Of Choices
Skin biopsy LM & IF,Comment:,Template
Sm Antibody ( Smith Antibody),Result,Numeric
Smear For Gonococci,Gram Stain,SingleLine Text
Smear For Gonococci,Result,List Of Choices
Sodium ( serum ),Sodium,Numeric
Solid Organ Transplant ( Antibody titer ).,Anti A ( IgM & IgG ),List Of Choices
Solid Organ Transplant ( Antibody titer ).,"Anti A,B (IgM & IgG )",List Of Choices
Solid Organ Transplant ( Antibody titer ).,Anti B (IgM & IgG ),List Of Choices
Special Call - Radiologist,Impression,TextEditor
Specific Gravity,Specific Gravity,SingleLine Text
Sperm Antibody -Total (ASAB),Result,Numeric
Sputum AFB  Stain ( Third Day ),Acid Fast Bacilli,List Of Choices
Sputum AFB  Stain ( Third Day ),Result,SingleLine Text
Sputum AFB  Stain ( Third Day ),Sputum AFB stain third day,SubHeading
SPUTUM AFB (1st sample) -RNTCP,Acid Fast Bacilli,List Of Choices
SPUTUM AFB (1st sample) -RNTCP,Result,List Of Choices
SPUTUM AFB (1st sample) -RNTCP,Sputum AFB stain first day,SubHeading
SPUTUM AFB (IInd sample) - RNTCP,Acid Fast Bacilli,List Of Choices
SPUTUM AFB (IInd sample) - RNTCP,Result,List Of Choices
SPUTUM AFB (IInd sample) - RNTCP,Sputum AFB stain second day,SubHeading
Sputum AFB - 3 Days,AFB First Day,SubHeading
Sputum AFB - 3 Days,AFB Second Day,SubHeading
Sputum AFB - 3 Days,AFB Third Day,SubHeading
Sputum AFB - 3 Days,Observation,List Of Choices
Sputum AFB - 3 Days,Observation,List Of Choices
Sputum AFB - 3 Days,Observation,List Of Choices
Sputum AFB - 3 Days,Result,SingleLine Text
Sputum AFB - 3 Days,Result,SingleLine Text
Sputum AFB - 3 Days,Result,SingleLine Text
Sputum AFB Stain ( Second Day ),Acid Fast Bacilli,List Of Choices
Sputum AFB Stain ( Second Day ),Result,List Of Choices
Sputum AFB Stain ( Second Day ),Sputum AFB stain second day,SubHeading
Sputum AFB Stain (First Day ),Acid Fast Bacilli,List Of Choices
Sputum AFB Stain (First Day ),Result,List Of Choices
Sputum AFB Stain (First Day ),Sputum AFB stain first day,SubHeading
Sputum Cytology,Observation,Template
SSEP,Impression,TextEditor
Stat Charge - Usg,Impression,TextEditor
Stereotactic Biopsy,Impression,TextEditor
Stereotactic Wire Loc,Impression,TextEditor
Sterility Checking in Hospitals,Settle Plate,Template
Sterility Checking in Hospitals,Swab,Template
Stone Analysis,A:G Ratio,Numeric
Stool culture for detection of Typhoid carriers,Observation,List Of Choices
Stool Examination,Blood,List Of Choices
Stool Examination,Colour,List Of Choices
Stool Examination,Consistency,List Of Choices
Stool Examination,Cysts,SingleLine Text
Stool Examination,Microscopic Examination,SubHeading
Stool Examination,Mucus,List Of Choices
Stool Examination,Occult Blood,List Of Choices
Stool Examination,Others,MultiLine Text
Stool Examination,Ova,SingleLine Text
Stool Examination,Parasites,List Of Choices
Stool Examination,pH,Numeric
Stool Examination,Physical Examination,SubHeading
Stool Examination,Puscells,SingleLine Text
Stool Examination,RBC,SingleLine Text
Stool Examination,Vegetable Matter,List Of Choices
Stool Fat Globules,Fat globules,List Of Choices
Stool Hanging Drop,Result,List Of Choices
Stool Occult Blood,Occult Blood,List Of Choices
Stool pH,pH,Numeric
Stool Reducing Substances,Reducing Substances,List Of Choices
Stool Routine Examination,Blood,List Of Choices
Stool Routine Examination,Colour,List Of Choices
Stool Routine Examination,Consistency,List Of Choices
Stool Routine Examination,Cysts,List Of Choices
Stool Routine Examination,Fat globules,List Of Choices
Stool Routine Examination,Microscopic Examination,SubHeading
Stool Routine Examination,Mucus,List Of Choices
Stool Routine Examination,Others,MultiLine Text
Stool Routine Examination,Ova,List Of Choices
Stool Routine Examination,Parasites,List Of Choices
Stool Routine Examination,Physical Examination,SubHeading
Stool Routine Examination,Puscells,SingleLine Text
Stool Routine Examination,RBC,SingleLine Text
Stool Routine Examination,Vegetable Matter,List Of Choices
Stool Surveillance for SCT -1 Organism,Culture,Culture
Streptococcus pneumoniae Antigen,Result,List Of Choices
Sucrose Lysis,A:G Ratio,Numeric
Synovial fluid  TC & DC,Appearance,List Of Choices
Synovial fluid  TC & DC,Atypical Cells,List Of Choices
Synovial fluid  TC & DC,Celll Count,SubHeading
Synovial fluid  TC & DC,Colour,List Of Choices
Synovial fluid  TC & DC,Differential Count,SubHeading
Synovial fluid  TC & DC,Lymphocytes,Numeric
Synovial fluid  TC & DC,Mesothelial Cells,List Of Choices
Synovial fluid  TC & DC,Neutrophils,Numeric
Synovial fluid  TC & DC,Others,MultiLine Text
Synovial fluid  TC & DC,Physical Examination,SubHeading
Synovial fluid  TC & DC,RBC,Numeric
Synovial fluid  TC & DC,TC ( WBC ),SingleLine Text
Synovial fluid  TC & DC,Volume,Numeric
Synovial Fluid / Joint Fluid,Albumin,Numeric
Synovial Fluid / Joint Fluid,Chemical Examination,SubHeading
Synovial Fluid / Joint Fluid,Clarity,List Of Choices
Synovial Fluid / Joint Fluid,Clot,List Of Choices
Synovial Fluid / Joint Fluid,Colour,List Of Choices
Synovial Fluid / Joint Fluid,Differential Count,SubHeading
Synovial Fluid / Joint Fluid,Glucose 30 minutes,Numeric
Synovial Fluid / Joint Fluid,Lymphocytes,Numeric
Synovial Fluid / Joint Fluid,Microscopic Examination,SubHeading
Synovial Fluid / Joint Fluid,Neutrophils,Numeric
Synovial Fluid / Joint Fluid,Others,MultiLine Text
Synovial Fluid / Joint Fluid,Physical Examination,SubHeading
Synovial Fluid / Joint Fluid,Protein,Numeric
Synovial Fluid / Joint Fluid,RBC Count,Numeric
Synovial Fluid / Joint Fluid,Total Count,Numeric
T Tube Cholangiography,Impression,TextEditor
T3,T3,Numeric
T4,T4,Numeric
Tacrolimus,A:G Ratio,Numeric
TB IgA,A:G Ratio,Numeric
TB IgG,A:G Ratio,Numeric
TB IgM,A:G Ratio,Numeric
TC (Total  Count),Total Count,Numeric
TCD Complete Study,Impression,TextEditor
TEE - Transesophageal Echo Cardiograph,Impression,TextEditor
TEE - Transesophageal Echo Cardiograph (Cardiology,Impression,TextEditor
TESTOSTERONE TOTAL,Testosterone,Numeric
Thyroglobulin,Thyroglobulin,Numeric
Thyroglobulin Antibody ATA,Result,Numeric
Thyroid Antibodies- AtAb TPO&ATA Serum,Anti thyroglobulin antibody,SubHeading
Thyroid Antibodies- AtAb TPO&ATA Serum,Result,SingleLine Text
Thyroid Antibodies- AtAb TPO&ATA Serum,Result,Numeric
Thyroid Antibodies- AtAb TPO&ATA Serum,TPO (Thyroid Peroxidase) Antibody Serum,SubHeading
"Thyroid Function Test (T3, T4 & TSH",Comment:,Template
"Thyroid Function Test (T3, T4 & TSH",T3,Numeric
"Thyroid Function Test (T3, T4 & TSH",T4,Numeric
"Thyroid Function Test (T3, T4 & TSH","Thyroid Function Test (T3, T4 & TSH)",SubHeading
"Thyroid Function Test (T3, T4 & TSH",TSH,Numeric
Thyroid peroxidase Antibody,Result,Numeric
Thyroid peroxidase Antibody,TPO (Thyroid Peroxidase) Antibody Serum,SubHeading
TIBC  ( O ),TIBC,Numeric
TILT Table test,Impression,TextEditor
TORCH -  4 IgG,Result,Numeric
Torch IgG,A:G Ratio,Numeric
Torch IgM,A:G Ratio,Numeric
"TORCH Panel, IgG",Result,Numeric
"TORCH Panel, IgM",Result,Numeric
TORCH- 4 IgG Combi Serum & CSF,Result,Numeric
TORCH-10,Result,Numeric
TORCH-4 IgM,Result,Numeric
TORCH-8,Result,Numeric
Total Protein,Total Protein,Numeric
"Toxoplasma Antibodies Panel, IgG & IgM",Result,List Of Choices
Toxoplasma IgG,A:G Ratio,Numeric
Toxoplasma IgM,A:G Ratio,Numeric
Toxoplasma-IgG Serum,Result,Numeric
TPHA,A:G Ratio,Numeric
TPO (Thyroid Peroxidase) Antibody CSF,Result,Numeric
TPO (Thyroid Peroxidase) Antibody Serum,Result,Numeric
TPO (Thyroid Peroxidase) Antibody Serum,TPO (Thyroid Peroxidase) Antibody Serum,SubHeading
Transferrin Percentage Saturation  ( O ),Iron,Numeric
Transferrin Percentage Saturation  ( O ),TIBC,Numeric
Transferrin Percentage Saturation  ( O ),Transferin  Saturation,Numeric
Transfusion reaction workup,Blood group,List Of Choices
Transfusion reaction workup,Comments,MultiLine Text
Transfusion reaction workup,Cross match,List Of Choices
Transfusion reaction workup,Culture,SingleLine Text
Transfusion reaction workup,DCT,List Of Choices
Transfusion reaction workup,ICT,List Of Choices
Transfusion reaction workup,Impression,MultiLine Text
Transfusion reaction workup,Urine examination,MultiLine Text
Tread Mill Test,Impression,TextEditor
Triglyceride,Triglycerides,Numeric
TRIPLE Test ( With Interpretation) 16-22 Weeks,A:G Ratio,Numeric
Troponin - I,Troponin - I,Numeric
Troponin T ( Card ),Troponin - T,List Of Choices
TSH,TSH,Numeric
TSH Receptor Antibody,Result,SingleLine Text
Typhi Dot IgM  (Out Source),Result,SingleLine Text
Typhi Dot IgM & IgG,Typhi Dot IgG,List Of Choices
Typhi Dot IgM & IgG,Typhi Dot IgM,List Of Choices
TZANCK SMEAR,Interpretation :-,Template
Ultrasound Scaning,Impression,TextEditor
Urea Blood,Urea,Numeric
Uric Acid,Uric Acid,Numeric
Urine AFB Stain,Acid Fast Bacilli,List Of Choices
Urine AFB Stain,Result,SingleLine Text
Urine AFB Stain,Urine AFB,SubHeading
Urine Albumin,Urine Albumin,List Of Choices
Urine Albumin / Creatinine Ratio,Albumin.,Numeric
Urine Albumin / Creatinine Ratio,Creatinine,Numeric
Urine Albumin / Creatinine Ratio,Urine Albumin / creatinine ratio,Numeric
URINE ALBUMIN / CREATININE RATIO (spot ),Albumin,Numeric
URINE ALBUMIN / CREATININE RATIO (spot ),Creatinine,Numeric
URINE ALBUMIN / CREATININE RATIO (spot ),Urine Albumin / creatinine ratio,Numeric
Urine Amylase ( O ),urine for Amylase,Numeric
Urine Blood (Strip Method),Urine RBC,List Of Choices
URINE CALCIUM / CREATININE RATIO,Calcium,Numeric
URINE CALCIUM / CREATININE RATIO,Calcium,Numeric
URINE CALCIUM / CREATININE RATIO,Creatinine,Numeric
URINE CALCIUM / CREATININE RATIO,Creatinine,Numeric
URINE CALCIUM / CREATININE RATIO,Urine Clcium Creatinine Ratio,Numeric
Urine Calcium Creatinine Ratio ( Spot ),Calcium,Numeric
Urine Calcium Creatinine Ratio ( Spot ),Calcium : Creatinine Ratio,Numeric
Urine Calcium Creatinine Ratio ( Spot ),Calcium:creatinine Ratio (spot),SubHeading
Urine Calcium Creatinine Ratio ( Spot ),Creatinine,Numeric
Urine Chemistry (Dipstick method - 10 parameters),Appearance,List Of Choices
Urine Chemistry (Dipstick method - 10 parameters),Bilirubin,List Of Choices
Urine Chemistry (Dipstick method - 10 parameters),Chemical Examination,SubHeading
Urine Chemistry (Dipstick method - 10 parameters),Colour,List Of Choices
Urine Chemistry (Dipstick method - 10 parameters),Glucose,List Of Choices
Urine Chemistry (Dipstick method - 10 parameters),Ketone,List Of Choices
Urine Chemistry (Dipstick method - 10 parameters),Nitrite,List Of Choices
Urine Chemistry (Dipstick method - 10 parameters),pH,Numeric
Urine Chemistry (Dipstick method - 10 parameters),Physical Examination,SubHeading
Urine Chemistry (Dipstick method - 10 parameters),Protein,List Of Choices
Urine Chemistry (Dipstick method - 10 parameters),Specific gravity,Numeric
Urine Chemistry (Dipstick method - 10 parameters),Urobilinogen,List Of Choices
Urine Chloride Spot,Chloride,Numeric
Urine Chylomicrons,A:G Ratio,Numeric
Urine Creatinine,Urine Creatinine,Numeric
Urine culture for surveillance(Outside treated patient),Colony Count,List Of Choices
Urine culture for surveillance(Outside treated patient),Culture,Culture
Urine culture for surveillance(Outside treated patient),Culture & Sensitivity - Urine (Automated VITEK 2),SubHeading
Urine culture for surveillance(Outside treated patient),Gram Stain,List Of Choices
Urine culture for surveillance(Outside treated patient),Observation,List Of Choices
Urine Electrophoresis,Result,Numeric
Urine Eosinophils,Others,MultiLine Text
Urine Eosinophils,Urine Eosinophils,List Of Choices
Urine Examination (Detailed),Amorphous material,List Of Choices
Urine Examination (Detailed),Appearance,List Of Choices
Urine Examination (Detailed),Bacteria,List Of Choices
Urine Examination (Detailed),Bile Pigments,List Of Choices
Urine Examination (Detailed),Bile Salt,List Of Choices
Urine Examination (Detailed),Blood,List Of Choices
Urine Examination (Detailed),Cast,List Of Choices
Urine Examination (Detailed),Chemical Examination,SubHeading
Urine Examination (Detailed),Colour,List Of Choices
Urine Examination (Detailed),Crystal,List Of Choices
Urine Examination (Detailed),Deposite,SingleLine Text
Urine Examination (Detailed),Epithelial Cells,List Of Choices
Urine Examination (Detailed),Ketone,List Of Choices
Urine Examination (Detailed),Microscopic Examination,SubHeading
Urine Examination (Detailed),Nitrite,List Of Choices
Urine Examination (Detailed),Others,MultiLine Text
Urine Examination (Detailed),pH,Numeric
Urine Examination (Detailed),Physical Examination,SubHeading
Urine Examination (Detailed),Puscells,SingleLine Text
Urine Examination (Detailed),RBC,SingleLine Text
Urine Examination (Detailed),Reaction,List Of Choices
Urine Examination (Detailed),Specific Gravity,SingleLine Text
Urine Examination (Detailed),Urine Albumin,List Of Choices
Urine Examination (Detailed),Urine Sugar,List Of Choices
Urine Examination (Detailed),Urobilinogen,SingleLine Text
Urine Examination (Detailed),Yeast cells,List Of Choices
Urine Examination - Health Checkup,Bilirubin,List Of Choices
Urine Examination - Health Checkup,Blood,List Of Choices
Urine Examination - Health Checkup,Glucose 1 Hr,Numeric
Urine Examination - Health Checkup,Ketone,List Of Choices
Urine Examination - Health Checkup,Leukocytes,List Of Choices
Urine Examination - Health Checkup,Nitrite,List Of Choices
Urine Examination - Health Checkup,pH,SingleLine Text
Urine Examination - Health Checkup,Protein,List Of Choices
Urine Examination - Health Checkup,Specific Gravity,SingleLine Text
Urine Examination - Health Checkup,Urobilinogen,SingleLine Text
Urine Fat Globules,Fat globules,List Of Choices
Urine Hemoglobin ( O ),Urine Hb,MultiLine Text
Urine Homocysteine,A:G Ratio,Numeric
Urine Ketone/ Acetone,Acetone,List Of Choices
urine Leuckocytes & Nitrite Test,Leuckocytes,List Of Choices
urine Leuckocytes & Nitrite Test,Nitrites,List Of Choices
Urine Magnesium,Urine Magnesium,Numeric
URINE MICROALBUMIN,Microalbumin,Numeric
Urine Microalbumin / Creatinine Ratio Spot (Strip),Microalbumin / Creatinine Ratio,Numeric
Urine Microalbumin / Creatinine Ratio Spot (Strip),Urine Creatinine,Numeric
Urine Microalbumin / Creatinine Ratio Spot (Strip),Urine Micro Albumin,Numeric
Urine Microalbumin / Creatinine Ratio Spot (Strip),Urine Microalbumin,SubHeading
Urine Microalbumin Spot ( Strip method ),Creatinine,Numeric
Urine Microalbumin Spot ( Strip method ),Microalbumin / Creatinine Ratio,Numeric
Urine Microalbumin Spot ( Strip method ),Urine Micro Albumin,Numeric
Urine MicroAlbuminurea,Microalbuminurea,Numeric
Urine MicroAlbuminurea,Note,Template
Urine Microalbuminurea Spot ( Quantitative ),Microalbumin / Creatinine Ratio,Numeric
Urine Microalbuminurea Spot ( Quantitative ),Urine Creatinine,Numeric
Urine Microalbuminurea Spot ( Quantitative ),Urine Micro Albumin,Numeric
Urine Microalbuminurea Spot ( Quantitative ),Urine MicroalbuminureaSpotQuantitative,SubHeading
Urine Microscopy,Appearance,List Of Choices
Urine Microscopy,Bacteria,Numeric
Urine Microscopy,Bacteria,List Of Choices
Urine Microscopy,Cast,List Of Choices
Urine Microscopy,Colour,List Of Choices
Urine Microscopy,Crystal,List Of Choices
Urine Microscopy,Epithelial Cells,List Of Choices
Urine Microscopy,Epithelial Cells,Numeric
Urine Microscopy,Microscopic Examination,SubHeading
Urine Microscopy,Psysical Examination,SubHeading
Urine Microscopy,Puscells,SingleLine Text
Urine Microscopy,RBC,SingleLine Text
Urine Microscopy,RBC,Numeric
Urine Microscopy,WBC,Numeric
Urine Microscopy,Yeast cells,List Of Choices
Urine Mucopolysaccharides,A:G Ratio,Numeric
Urine Myoglobin,A:G Ratio,Numeric
urine nitrate,Urine Nitrate,List Of Choices
URINE OXALATE / CREATININE RATIO (Metropolis),Creatinine,Numeric
URINE OXALATE / CREATININE RATIO (Metropolis),Oxalate,Numeric
URINE OXALATE / CREATININE RATIO (Metropolis),Oxalate / Creatinine Ratio,Numeric
Urine P/C Ratio,Creatinine,Numeric
Urine P/C Ratio,Protein,Numeric
Urine P/C Ratio,Protein Creatinine Ratio,Numeric
Urine P/C Ratio,Urine P/ C Ratio,SubHeading
Urine pH,pH,Numeric
Urine Porphobilinogen ( O ),Porphobilinogen  Urine,List Of Choices
Urine Potassium ( Spot ),Potassium,Numeric
Urine Pottasium/ Creatinine Ratio,Potassium,Numeric
Urine Pottasium/ Creatinine Ratio,Potassium / creatinine Ratio,Numeric
Urine Pottasium/ Creatinine Ratio,Urine Creatinine,Numeric
Urine Protein Creatinine Ratio,Creatinine,Numeric
Urine Protein Creatinine Ratio,Protein,Numeric
Urine Protein Creatinine Ratio,Protein Creatinine Ratio,Numeric
Urine Protien Spot (Random),Urine Protien spot,SingleLine Text
Urine Redusing Substance,Reducing Substances,List Of Choices
Urine Routine Examination,Appearance,List Of Choices
Urine Routine Examination,Appearance,List Of Choices
Urine Routine Examination,Bacteria,Numeric
Urine Routine Examination,Bacteria,List Of Choices
Urine Routine Examination,Bacteria,Numeric
Urine Routine Examination,Bacteria,List Of Choices
Urine Routine Examination,Bilirubin,List Of Choices
Urine Routine Examination,Blood,List Of Choices
Urine Routine Examination,Cast,List Of Choices
Urine Routine Examination,Cast,List Of Choices
Urine Routine Examination,Chemical Examination,SubHeading
Urine Routine Examination,Chemical Examination,SubHeading
Urine Routine Examination,Colour,List Of Choices
Urine Routine Examination,Colour,List Of Choices
Urine Routine Examination,Crystal,List Of Choices
Urine Routine Examination,Crystal,List Of Choices
Urine Routine Examination,Epithelial Cells,List Of Choices
Urine Routine Examination,Epithelial Cells,Numeric
Urine Routine Examination,Epithelial Cells,Numeric
Urine Routine Examination,Glucose,List Of Choices
Urine Routine Examination,Ketone,List Of Choices
Urine Routine Examination,Leukocyte,List Of Choices
Urine Routine Examination,Microscopic Examination,SubHeading
Urine Routine Examination,Nitrite,List Of Choices
Urine Routine Examination,Others,MultiLine Text
Urine Routine Examination,Others,MultiLine Text
Urine Routine Examination,pH,Numeric
Urine Routine Examination,Physical Examination,SubHeading
Urine Routine Examination,Physical Examination,SubHeading
Urine Routine Examination,Protein,List Of Choices
Urine Routine Examination,Puscells,SingleLine Text
Urine Routine Examination,Puscells,SingleLine Text
Urine Routine Examination,RBC,SingleLine Text
Urine Routine Examination,RBC,SingleLine Text
Urine Routine Examination,RBC,Numeric
Urine Routine Examination,RBC,Numeric
Urine Routine Examination,Specific gravity,Numeric
Urine Routine Examination,Urine Albumin,List Of Choices
Urine Routine Examination,Urine Sediment,SubHeading
Urine Routine Examination,Urine Sugar,List Of Choices
Urine Routine Examination,Urobilinogen,List Of Choices
Urine Routine Examination,WBC,Numeric
Urine Routine Examination,WBC,Numeric
Urine Routine Examination,Yeast cells,List Of Choices
Urine Routine Examination,Yeast cells,List Of Choices
Urine Sodium (spot ),Sodium,Numeric
Urine Sodium (spot ),Urine Sodium,SubHeading
Urine Specific Gravity,Urine Specific Gravity,Numeric
Urine Spot Calcium,Calcium,Numeric
Urine Spot Chloride,Chloride,Numeric
Urine Spot Creatinine,Creatinine,Numeric
Urine Spot Magnesium,Magnesium,Numeric
Urine Spot Phosphorus,Phosphorus,Numeric
Urine Spot Potassium,Urine Spot Potassium,Numeric
Urine Spot Sodium,Urine Spot Sodium,Numeric
Urine Spot uric Acid,Urine Spot Uric acid,Numeric
Urine Sugar,Urine Sugar,List Of Choices
Urine Urea,Urine urea,Numeric
Urine Urobilnogen (Strip Method),Urobilinogen,SingleLine Text
UrineBlood,Negative,SingleLine Text
UrineBlood,Positive,List Of Choices
Valporic Acid,A:G Ratio,Numeric
Varicella Zoster Antibody IgM,A:G Ratio,Numeric
VBG,CA++,Numeric
VBG,Glucose,Numeric
VBG,Hct,Numeric
VBG,K+,Numeric
VBG,Lactate,Numeric
VBG,NA+,Numeric
VBG,pCO2,Numeric
VBG,pH,Numeric
VBG,pO2,Numeric
VDRL,Qualitative Test,List Of Choices
VDRL,Report,List Of Choices
VDRL,VDRL,SubHeading
VDRL CSF,Result,SingleLine Text
Venogram,Impression,TextEditor
VEP,Impression,TextEditor
VEP+BAER,Impression,TextEditor
VEP+BAER+SSEP,Impression,TextEditor
VGKC (LG1 & CASPR2) Antibody,Result,List Of Choices
VGKC (LG1 & CASPR2) Antibody(Amritha),Result,Numeric
Video EEG( up to 4hrs),Impression,TextEditor
Video EEG( up to 8hrs),Impression,TextEditor
Viral encephalitic panel II,Result,Numeric
Viral meningitis  panel (Genepath),Result,SingleLine Text
Vitamin A,A:G Ratio,Numeric
Vitamin B12,Vitamin B12,Numeric
Vitamin B6,A:G Ratio,Numeric
Vitamin C,A:G Ratio,Numeric
Vitamin D Total - 25 Hydroxy,25 OH Vitamin D,Numeric
Vitamin E,A:G Ratio,Numeric
Vitamin K,A:G Ratio,Numeric
VMA - Random urine ( Lalpath lab ),Result,Numeric
VZV - Varicella Zoster Virus IgM CSF,Result,List Of Choices
VZV - Varicella Zoster Virus IgM Serum,Result,Numeric
VZV- Varicella Zoster Virus IgG Serum,Result,Numeric
Water Culture,Result,Numeric
Weil - Felix Test,Result,Numeric
Western Blot,A:G Ratio,Numeric
WIDAL,Salmonella Paratyphi  'AH' Ag,List Of Choices
WIDAL,Salmonella Paratyphi 'BH' Ag,List Of Choices
WIDAL,Salmonella Typhi 'H' Ag,List Of Choices
WIDAL,Salmonella Typhi 'O' Ag,List Of Choices
WIDAL,Titre of Salmonella Paratyphi  A 'H ' agglutinin,Numeric
WIDAL,Titre of Salmonella Paratyphi B 'H' Agglutinin,Numeric
WIDAL,Titre of Salmonella Typhi 'H' Agglutinin,Numeric
WIDAL,Titre of Salmonella Typhi 'O' Agglutinin,Numeric
WIDAL,WIDAL,SubHeading
Yeast Candida species -Anti fungal susceptibility,Result,List Of Choices
Zinc,A:G Ratio,Numeric
